MASA ESTATURA GASTO SEXO CIUDAD
67.7 168.3 110876.4 Mujer BOGOTA
77.2 171.1 20436.6 Mujer MEDELLIN
81 172.4 24007.2 Hombre BOGOTA
58 174.5 68503.5 Hombre CARTAGENA
64.3 170.9 11055.5 Hombre BARRANQUILLA
67.7 177.2 2000 Mujer BOGOTA
66.1 180.8 117092.4 Hombre CARTAGENA
61.1 168 134661.4 Hombre BARRANQUILLA
59.7 174.5 2000 Hombre BARRANQUILLA
69.9 173.7 106450.7 Mujer BARRANQUILLA
65.7 163.6 2000 Mujer ARMENIA
72.5 170.8 2000 Hombre BARRANQUILLA
61.4 168.3 100250.9 Hombre ARMENIA
65 180.9 22305.2 Hombre BOGOTA
79.2 169.1 2000 Hombre CARTAGENA
61.3 172.6 33187.9 Hombre MEDELLIN
65.7 174 5573.7 Mujer BOGOTA
80.4 179.9 31035.8 Hombre CALI
60.9 183.8 2000 Mujer CALI
72.2 148.4 39310.5 Mujer CARTAGENA
46.1 168 17873.9 Hombre BOGOTA
62.8 169.2 94516.2 Hombre CALI
53 160.3 2000 Hombre CALI
66.9 178 57471.5 Hombre CALI
60.9 175.3 101919.7 Hombre CALI
63.3 159.8 74912.7 Mujer BOGOTA
74.4 162.6 146225 Mujer BOGOTA
68.2 170.8 1499 Mujer CARTAGENA
55.3 159.7 75952.4 Hombre BARRANQUILLA
68.2 173.8 42239.5 Hombre BOGOTA
57.4 157.7 2000 Hombre ARMENIA
69.8 165.7 2000 Hombre BOGOTA
74 183.4 2000 Mujer CALI
68.2 192.6 89840 Hombre MEDELLIN
76.2 176 63969.9 Hombre ARMENIA
63.1 178.1 6399 Mujer ARMENIA
83.2 185.7 2000 Mujer MEDELLIN
51.6 173.8 26643.5 Hombre BARRANQUILLA
86.6 162.5 73174.7 Hombre CARTAGENA
62.2 167.3 36798.1 Hombre CALI
62.6 164.9 2000 Hombre MEDELLIN
49.2 160.7 2000 Hombre CARTAGENA
62.9 154.2 17639.8 Mujer BARRANQUILLA
64.4 171 82106.1 Hombre ARMENIA
64.9 166.8 60096.1 Mujer BOGOTA
82.3 171.8 53865.2 Hombre BOGOTA
76.4 158.5 2000 Hombre BARRANQUILLA
63.7 176.2 3619.4 Mujer BOGOTA
64.1 172.5 93519.5 Mujer CARTAGENA
60.8 165.3 52545.2 Hombre BOGOTA
75.3 169.4 24886.6 Mujer ARMENIA
90 167.4 2000 Hombre CARTAGENA
80.7 172.4 2000 Hombre CARTAGENA
60.7 159.4 66766.3 Hombre ARMENIA
46.5 174.3 57594.7 Mujer BOGOTA
76.3 160.9 120232 Hombre MEDELLIN
69.4 178.2 91184.9 Hombre CALI
52.3 181.2 1152.9 Hombre CARTAGENA
45 166.5 100734.4 Hombre BARRANQUILLA
81.6 177.9 26722.3 Mujer BARRANQUILLA
72.9 170.3 79727.1 Hombre BOGOTA
67.4 151.1 23321.2 Hombre ARMENIA
67.5 172.4 95958.4 Mujer MEDELLIN
54.1 161.7 2000 Hombre BOGOTA
63.5 160.2 41578.8 Mujer CARTAGENA
47.9 182.3 2000 Hombre CARTAGENA
50.6 168.2 20535.3 Hombre ARMENIA
62.8 186 65856.5 Mujer BARRANQUILLA
63.6 165.5 136931.4 Mujer CALI
79.5 168.2 17530.4 Hombre CALI
52.7 169.5 2000 Hombre CALI
51 165.7 10747.2 Mujer CALI
60.2 164.9 74295.4 Mujer ARMENIA
78.3 173.9 52400.5 Hombre MEDELLIN
48.5 160.6 51009 Hombre MEDELLIN
63.4 179 38279.1 Mujer BOGOTA
60.7 152.2 93080.9 Hombre ARMENIA
64.7 158.7 31638.2 Mujer MEDELLIN
62 161.6 2000 Hombre ARMENIA
57 167.6 19099.3 Mujer ARMENIA
50.9 172.6 89555.1 Hombre CALI
68.1 154.3 159429.2 Hombre CARTAGENA
56.5 168.3 2000 Hombre MEDELLIN
55.4 165.9 2000 Hombre BOGOTA
58 181.7 105442.3 Mujer BOGOTA
72.4 179.8 116850.9 Mujer BOGOTA
63.5 173.2 2000 Hombre BOGOTA
48.8 161.6 84142.5 Hombre CARTAGENA
77.5 161.1 2000 Mujer CALI
45 164.3 24234.2 Hombre BOGOTA
74.4 179.2 2000 Hombre BARRANQUILLA
64.6 181.2 2000 Hombre CALI
65.2 171.3 47659.4 Mujer ARMENIA
71 159.8 89723.9 Mujer ARMENIA
66 174 58351.3 Hombre MEDELLIN
60.9 164.3 69599 Mujer ARMENIA
57.2 169.1 92881.5 Mujer ARMENIA
62.6 164.3 2000 Hombre MEDELLIN
70.8 169.9 47550.6 Hombre MEDELLIN
61.2 172.8 7473 Hombre ARMENIA
45 169.1 2000 Mujer CARTAGENA
65.7 166.6 15789.1 Hombre CALI
74.4 169 18814.3 Hombre BARRANQUILLA
72.6 158.5 40060.3 Mujer ARMENIA
59.6 164.3 83936.7 Hombre BARRANQUILLA
52.4 165.2 74794.8 Mujer BOGOTA
80.9 171.4 2000 Hombre BOGOTA
63.9 154.4 111484.2 Hombre CALI
53 160.3 52540.8 Mujer ARMENIA
58 170.4 2000 Hombre CALI
45.9 166.3 107920.8 Hombre BARRANQUILLA
53.7 174.4 155462.8 Hombre BOGOTA
68.9 166.3 2000 Hombre CARTAGENA
49.3 169.4 36918.4 Hombre MEDELLIN
54.1 171.2 2000 Hombre CALI
45 160.8 2000 Hombre BOGOTA
88.2 165.8 49148.4 Mujer BARRANQUILLA
49.6 167.8 2000 Mujer ARMENIA
54.5 159.3 50959.9 Hombre BOGOTA
54.3 168.7 41652.8 Hombre CARTAGENA
80.2 166.8 92466.9 Hombre MEDELLIN
62.8 172.1 2000 Hombre ARMENIA
65.1 164.9 2000 Hombre CARTAGENA
80.4 166.6 54143.4 Hombre MEDELLIN
62.7 167.9 41713.9 Mujer BOGOTA
63.9 170.2 33897.7 Mujer BOGOTA
60.6 168.1 44291.5 Hombre CARTAGENA
66 160.5 104827 Mujer CARTAGENA
53.3 170.2 2000 Hombre BARRANQUILLA
84 167.2 21639.9 Mujer MEDELLIN
66.3 171.5 2000 Hombre MEDELLIN
49.8 165.3 21769.6 Hombre ARMENIA
66.8 173.6 2682.2 Mujer CARTAGENA
57.3 187.5 54627.7 Hombre ARMENIA
66.9 169.3 2000 Hombre BARRANQUILLA
74.3 181.6 95277 Hombre CALI
65 168.9 26719.3 Mujer CARTAGENA
52.6 167 2000 Hombre ARMENIA
63.5 155.4 2000 Mujer MEDELLIN
60.1 158.7 2000 Mujer BOGOTA
64.1 185.7 130292.6 Mujer BARRANQUILLA
82.1 190.8 2000 Hombre CALI
69.3 166.5 95448.6 Mujer BOGOTA
58.1 167.1 22522.5 Mujer BOGOTA
66.7 158.2 2000 Hombre CALI
62.5 177.6 14183.4 Hombre BARRANQUILLA
84.1 170.6 2000 Mujer CALI
64 166.6 9684.3 Hombre BOGOTA
79.1 158.1 105815.7 Hombre CALI
54.3 178.9 107856.1 Mujer MEDELLIN
82.1 171.3 69161.2 Mujer MEDELLIN
72.4 174.3 88832.5 Hombre CARTAGENA
76.2 170.2 2000 Mujer MEDELLIN
75.5 180.2 30942 Hombre CALI
75.9 168.8 18927.3 Hombre CARTAGENA
45 174 62879.9 Hombre CALI
62.5 173.4 30927.4 Mujer BOGOTA
63.8 165.2 2000 Hombre ARMENIA
67.4 164.7 6150.8 Hombre MEDELLIN
65.2 153.1 34489.1 Mujer ARMENIA
89.1 182 72777 Hombre BOGOTA
75.2 160 17083.9 Hombre BOGOTA
54 160.1 11703.2 Hombre CALI
69.5 167.4 2000 Mujer ARMENIA
52.8 164.9 48383.5 Hombre CALI
72.4 178.2 87983.5 Mujer BARRANQUILLA
62.6 170.7 57876.1 Mujer MEDELLIN
69.2 175.9 2000 Mujer CARTAGENA
60.4 164.5 20451.8 Mujer CARTAGENA
76.5 155.3 6942.1 Mujer BARRANQUILLA
76 178.6 29073.3 Hombre CALI
72.3 161.9 21060 Mujer ARMENIA
45 180.1 62100 Mujer MEDELLIN
75.1 172.6 90714 Hombre BOGOTA
79.8 158.1 86278.4 Hombre CARTAGENA
92.7 170.4 2000 Hombre CARTAGENA
78 165.7 86387 Mujer ARMENIA
70.2 165.5 59312.9 Hombre CALI
48.2 160.2 37629.8 Hombre MEDELLIN
45 168.4 123889.9 Hombre ARMENIA
69 178.5 2000 Hombre CARTAGENA
54.8 169.2 34944 Hombre MEDELLIN
58.5 161.8 40027.7 Mujer ARMENIA
66.9 167 36135.5 Hombre ARMENIA
60.6 166.3 2000 Mujer BARRANQUILLA
